-5.95	0.00	0.14	-0.00	-0.00	-0.00	
-5.94	0.00	0.14	-0.00	-0.00	-0.01	
-5.92	0.00	0.14	-0.00	-0.00	-0.07	
-5.88	-0.00	0.14	-0.00	-0.00	-0.09	
-5.83	-0.01	0.14	-0.00	-0.00	-0.08	
-5.78	-0.01	0.14	-0.00	-0.00	-0.08	
-5.72	-0.01	0.14	-0.00	-0.00	-0.08	
-5.68	-0.02	0.14	-0.00	-0.00	-0.08	
-5.62	-0.02	0.14	-0.00	-0.00	-0.08	
-5.58	-0.03	0.14	-0.00	-0.00	-0.08	
-5.53	-0.03	0.14	-0.00	-0.00	-0.08	
-5.48	-0.03	0.14	-0.00	-0.00	-0.08	
-5.42	-0.04	0.14	-0.00	-0.00	-0.08	
-5.37	-0.04	0.14	-0.00	-0.00	-0.08	
-5.32	-0.05	0.14	-0.00	-0.00	-0.08	
-5.26	-0.05	0.14	-0.00	-0.00	-0.08	
-5.21	-0.05	0.14	-0.00	-0.00	-0.08	
-5.16	-0.06	0.14	-0.00	-0.00	-0.08	
-5.10	-0.06	0.14	-0.00	-0.00	-0.08	
-5.04	-0.07	0.14	-0.00	-0.00	-0.08	
-4.99	-0.07	0.14	-0.00	-0.00	-0.08	
-4.94	-0.08	0.14	-0.00	-0.00	-0.08	
-4.88	-0.08	0.14	-0.00	-0.00	-0.08	
-4.82	-0.09	0.14	-0.00	-0.00	-0.08	
-4.78	-0.09	0.14	-0.00	-0.00	-0.08	
-4.72	-0.09	0.14	-0.00	-0.00	-0.08	
-4.66	-0.10	0.14	-0.00	-0.00	-0.08	
-4.60	-0.10	0.14	-0.00	-0.00	-0.08	
-4.56	-0.11	0.14	-0.00	-0.00	-0.08	
-4.50	-0.11	0.14	-0.00	-0.00	-0.08	
-4.44	-0.12	0.14	-0.00	-0.00	-0.08	
-4.38	-0.12	0.14	-0.00	-0.00	-0.08	
-4.32	-0.13	0.14	-0.00	-0.00	-0.08	
-4.28	-0.13	0.14	-0.00	-0.00	-0.08	
-4.22	-0.13	0.14	-0.00	-0.00	-0.08	
-4.16	-0.14	0.14	-0.00	-0.00	-0.08	
-4.11	-0.14	0.14	-0.00	-0.00	-0.08	
-4.06	-0.15	0.14	-0.00	-0.00	-0.08	
-4.00	-0.15	0.14	-0.00	-0.00	-0.08	
-3.95	-0.16	0.14	-0.00	-0.00	-0.08	
-3.90	-0.16	0.14	-0.00	-0.00	-0.08	
-3.84	-0.17	0.14	-0.00	-0.00	-0.08	
-3.80	-0.17	0.14	-0.00	-0.00	-0.08	
-3.74	-0.17	0.14	-0.00	-0.00	-0.08	
-3.68	-0.18	0.14	-0.00	-0.00	-0.08	
-3.62	-0.18	0.14	-0.00	-0.00	-0.08	
-3.58	-0.19	0.14	-0.00	-0.00	-0.08	
-3.52	-0.19	0.14	-0.00	-0.00	-0.08	
-3.46	-0.20	0.14	-0.00	-0.00	-0.08	
-3.42	-0.20	0.14	-0.00	-0.00	-0.08	
-3.36	-0.20	0.14	-0.00	-0.00	-0.08	
-3.30	-0.21	0.14	-0.00	-0.00	-0.08	
-3.25	-0.21	0.14	-0.00	-0.00	-0.08	
-3.19	-0.22	0.14	-0.00	-0.00	-0.08	
-3.14	-0.22	0.14	-0.00	-0.00	-0.08	
-3.09	-0.23	0.14	-0.00	-0.00	-0.08	
-3.03	-0.23	0.14	-0.00	-0.00	-0.08	
-2.97	-0.24	0.14	-0.00	-0.00	-0.08	
-2.91	-0.24	0.14	-0.00	-0.00	-0.08	
-2.87	-0.24	0.14	-0.00	-0.00	-0.08	
-2.81	-0.25	0.14	-0.00	-0.00	-0.08	
-2.75	-0.25	0.14	-0.00	-0.00	-0.08	
-2.69	-0.26	0.14	-0.00	-0.00	-0.08	
-2.65	-0.26	0.14	-0.00	-0.00	-0.08	
-2.59	-0.27	0.14	-0.00	-0.00	-0.08	
-2.55	-0.27	0.14	-0.00	-0.00	-0.08	
-2.49	-0.27	0.14	-0.00	-0.00	-0.08	
-2.43	-0.28	0.14	-0.00	-0.00	-0.08	
-2.39	-0.28	0.14	-0.00	-0.00	-0.08	
-2.33	-0.29	0.14	-0.00	-0.00	-0.08	
-2.27	-0.29	0.14	-0.00	-0.00	-0.08	
-2.21	-0.30	0.14	-0.00	-0.00	-0.08	
-2.17	-0.30	0.14	-0.00	-0.00	-0.08	
-2.11	-0.30	0.14	-0.00	-0.00	-0.08	
-2.05	-0.31	0.14	-0.00	-0.00	-0.08	
-1.99	-0.31	0.14	-0.00	-0.00	-0.08	
-1.95	-0.32	0.14	-0.00	-0.00	-0.08	
-1.89	-0.32	0.14	-0.00	-0.00	-0.08	
-1.83	-0.33	0.14	-0.00	-0.00	-0.08	
-1.79	-0.33	0.14	-0.00	-0.00	-0.08	
-1.74	-0.33	0.14	-0.00	-0.00	-0.08	
-1.69	-0.34	0.14	-0.00	-0.00	-0.08	
-1.63	-0.34	0.14	-0.00	-0.00	-0.08	
-1.57	-0.35	0.14	-0.00	-0.00	-0.08	
-1.53	-0.35	0.14	-0.00	-0.00	-0.08	
-1.47	-0.36	0.14	-0.00	-0.00	-0.08	
-1.42	-0.36	0.14	-0.00	-0.00	-0.08	
-1.38	-0.36	0.14	-0.00	-0.00	-0.08	
-1.32	-0.37	0.14	-0.00	-0.00	-0.08	
-1.26	-0.37	0.14	-0.00	-0.00	-0.08	
-1.22	-0.38	0.14	-0.00	-0.00	-0.08	
-1.16	-0.38	0.14	-0.00	-0.00	-0.08	
-1.12	-0.38	0.14	-0.00	-0.00	-0.08	
-1.07	-0.39	0.14	-0.00	-0.00	-0.08	
-1.02	-0.39	0.14	-0.00	-0.00	-0.08	
-0.96	-0.40	0.14	-0.00	-0.00	-0.08	
-0.91	-0.40	0.14	-0.00	-0.00	-0.08	
-0.86	-0.41	0.14	-0.00	-0.00	-0.08	
-0.80	-0.41	0.14	-0.00	-0.00	-0.08	
-0.75	-0.41	0.14	-0.00	-0.00	-0.08	
-0.69	-0.42	0.14	-0.00	-0.00	-0.08	
-0.64	-0.42	0.14	-0.00	-0.00	-0.08	
-0.59	-0.43	0.14	-0.00	-0.00	-0.08	
-0.53	-0.43	0.14	-0.00	-0.00	-0.08	
-0.48	-0.44	0.14	-0.00	-0.00	-0.08	
-0.42	-0.44	0.14	-0.00	-0.00	-0.08	
-0.37	-0.44	0.14	-0.00	-0.00	-0.08	
-0.32	-0.45	0.14	-0.00	-0.00	-0.08	
-0.26	-0.45	0.14	-0.00	-0.00	-0.08	
-0.20	-0.46	0.14	-0.00	-0.00	-0.08	
-0.16	-0.46	0.14	-0.00	-0.00	-0.08	
-0.10	-0.47	0.14	-0.00	-0.00	-0.08	
-0.04	-0.47	0.14	-0.00	-0.00	-0.08	
0.02	-0.48	0.14	-0.00	-0.00	-0.08	
0.08	-0.48	0.14	-0.00	-0.00	-0.08	
0.14	-0.49	0.14	-0.00	-0.00	-0.08	
0.18	-0.49	0.14	-0.00	-0.00	-0.08	
0.24	-0.49	0.14	-0.00	-0.00	-0.08	
0.30	-0.50	0.14	-0.00	-0.00	-0.08	
0.34	-0.50	0.14	-0.00	-0.00	-0.08	
0.40	-0.51	0.14	-0.00	-0.00	-0.08	
0.46	-0.51	0.14	-0.00	-0.00	-0.08	
0.50	-0.51	0.14	-0.00	-0.00	-0.08	
0.56	-0.52	0.14	-0.00	-0.00	-0.08	
0.62	-0.52	0.14	-0.00	-0.00	-0.08	
0.68	-0.53	0.14	-0.00	-0.00	-0.08	
0.72	-0.53	0.14	-0.00	-0.00	-0.08	
0.78	-0.54	0.14	-0.00	-0.00	-0.08	
0.84	-0.54	0.14	-0.00	-0.00	-0.08	
0.88	-0.55	0.14	-0.00	-0.00	-0.08	
0.94	-0.55	0.14	-0.00	-0.00	-0.08	
1.00	-0.55	0.14	-0.00	-0.00	-0.08	
1.04	-0.56	0.14	-0.00	-0.00	-0.08	
1.10	-0.56	0.14	-0.00	-0.00	-0.08	
1.16	-0.57	0.14	-0.00	-0.00	-0.08	
1.21	-0.57	0.14	-0.00	-0.00	-0.08	
1.26	-0.58	0.14	-0.00	-0.00	-0.08	
1.32	-0.58	0.14	-0.00	-0.00	-0.08	
1.37	-0.59	0.14	-0.00	-0.00	-0.08	
1.42	-0.59	0.14	-0.00	-0.00	-0.08	
1.48	-0.59	0.14	-0.00	-0.00	-0.08	
1.54	-0.60	0.14	-0.00	-0.00	-0.08	
1.58	-0.60	0.14	-0.00	-0.00	-0.08	
1.64	-0.61	0.14	-0.00	-0.00	-0.08	
1.70	-0.61	0.14	-0.00	-0.00	-0.08	
1.74	-0.61	0.14	-0.00	-0.00	-0.08	
1.80	-0.62	0.14	-0.00	-0.00	-0.08	
1.86	-0.62	0.14	-0.00	-0.00	-0.08	
1.90	-0.63	0.14	-0.00	-0.00	-0.08	
1.96	-0.63	0.14	-0.00	-0.00	-0.08	
2.00	-0.64	0.14	-0.00	-0.00	-0.08	
2.06	-0.64	0.14	-0.00	-0.00	-0.08	
2.12	-0.65	0.14	-0.00	-0.00	-0.08	
2.16	-0.65	0.14	-0.00	-0.00	-0.08	
2.22	-0.65	0.14	-0.00	-0.00	-0.08	
